ids,indices,split,max_lat,max_lon,min_lat,min_lon
67,3096721,train,43.26087952,1.135425568,43.24622345,1.1153033970000001
68,11235758,train,43.90857697,1.60290885,43.8940773,1.58278656
69,3369718,train,44.72393417,-0.176474035,44.70963669,-0.196596295
70,1321385,train,45.92222977,0.504359126,45.90822983,0.484236866
71,688296,train,47.93070984,4.197243213999999,47.91722488,4.177121162
72,10045381,train,43.78042603,1.176927805,43.76589584,1.156805515
73,8996037,train,46.14001465,0.594011009,46.12606812,0.5738887189999999
74,10752845,train,47.24431992,3.011916399,47.23065948,2.9917941089999998
75,10759271,train,47.26828384,3.530783415,47.25462723,3.510661125
76,10674803,train,48.64759064,5.449315071,48.6342926,5.42919302
77,9098287,train,45.80462265,1.507687449,45.79059219,1.48756516
78,3175996,train,43.06161499,0.814277887,43.04691315,0.794155598
79,5865116,train,49.29985809,5.900988102,49.28673553,5.880866051
80,6588446,train,48.90339279,0.397639275,48.89016342,0.377516985
81,205885,train,46.43401337,2.621418715,46.42014313,2.601296425
82,2273021,train,44.6853714,1.124017,44.67106247,1.103894711
83,4637190,train,47.50335693,-1.186000705,47.48976135,-1.206122994
84,1277719,train,45.11627197,2.902681351,45.10207367,2.8825590610000003
85,583334,train,49.48958206,4.105165958,49.47650909,4.085043907
86,2510829,train,45.10131073,5.010038853,45.08710479999999,4.989916801000001
87,6153310,train,49.12862778,6.302265643999999,49.11545944,6.282143593
88,8090630,train,48.69866562,3.065545797,48.68538284,3.0454235080000003
89,11368118,train,48.00961685,5.808372021,47.99615479,5.7882494929999995
90,3378277,train,45.06261826,-0.135151535,45.04840469,-0.155273795
91,2099030,train,48.32804871,-2.5247600080000003,48.31466675,-2.544882298
92,8741678,train,46.78453445,-0.758672178,46.77075195,-0.778794408
93,2487513,train,44.89320755,5.3906550410000005,44.87895203,5.37053299
94,90022,train,49.64926529,3.4202005860000004,49.63623428,3.400078535
95,1051712,train,44.34254074,2.4585542680000003,44.32814789,2.438431978
96,8163511,train,46.76447678,-0.23612217600000002,46.75069046,-0.256244421
97,7315931,train,48.77645493,7.890038013,48.76319122,7.869915485
98,8042353,train,48.32691574,2.81284976,48.31353378,2.79272747
99,1298339,train,45.35526276,2.5216159819999997,45.34112167,2.501493692
100,8959657,train,46.30123901,0.68599844,46.28733444,0.66587621
101,11352109,train,46.26249695,1.2214841840000001,46.24858475,1.201361895
102,2726221,train,48.08234406,1.484241486,48.06890106,1.464119196
103,5158529,train,44.852783200000005,3.624208212,44.83851624,3.604085922
104,9322782,train,49.10358047,1.638751626,49.09040451,1.618629336
105,2563627,train,44.67253494,5.399009705,44.658222200000004,5.378887177
106,3171142,train,43.54354858,1.53041482,43.52896118,1.51029253
107,3919596,train,47.05487061,0.8950364590000001,47.04116058,0.8749141690000001
108,11333472,train,46.46619797,0.43923124700000005,46.45233536,0.41910898700000004
109,6447723,train,49.46781158,2.5478467940000002,49.45473099,2.527724504
110,8761508,train,46.61764145,-1.111440539,46.60381699,-1.1315628290000002
111,4818187,train,48.24998856,2.117553711,48.23658752,2.097431421
112,8321100,train,49.74229431,2.519010782,49.72929001,2.498888493
113,5356524,train,47.53447723,-0.6772848370000001,47.52088928,-0.697407067
114,6447336,train,49.65333557,1.889561296,49.64030838,1.869439006
115,4420984,train,46.12550735,4.222576141,46.11156082,4.202453613
116,6271901,train,46.79837036,3.558541298,46.78459549,3.538419008
117,5384213,train,48.97638321,-1.067243457,48.96317291,-1.087365746
118,6232486,train,47.33212662,3.43349576,47.31848526,3.41337347
119,9714684,train,47.26553726,2.336652756,47.25188065,2.316530466
120,8638238,train,43.68714905,6.508069515,43.67259979,6.487947463999999
121,1717072,train,45.20450974,1.6328227519999998,45.19033051,1.6127004619999998
122,11404625,train,49.163414,2.053952932,49.1502533,2.033830643
123,448193,train,44.78613281,4.691047192,44.77185059,4.67092514
124,5041264,train,44.45505524,0.11709539599999999,44.44068909,0.096973136
125,5998288,train,47.92071533,-2.180166245,47.90723038,-2.2002885340000002
126,3821394,train,46.65347672,1.252835393,46.63966370000001,1.232713103
127,5771510,train,47.99549103,-0.356945574,47.98202515,-0.377067834
128,8681972,train,43.75408554,5.456861019,43.73955154,5.436738967999999
129,6064547,train,47.76921082,-2.583150625,47.7556839,-2.603272676
130,3746248,train,48.24436569,-1.36638248,48.23096085,-1.386504769
131,710684,train,48.47792053,3.470147133,48.46457672,3.450024843
132,2742533,train,48.45355606,1.698489666,48.44020844,1.678367376
133,5845063,train,48.45075607,6.728965282000001,48.43740845,6.708843231
134,10326108,train,47.87416077,0.950282812,47.86066055,0.9301605820000001
135,1799227,train,45.11462402,1.395128608,45.10042191,1.375006318
136,4106455,train,45.36681366,5.0781311989999995,45.35267639,5.058009148
137,4717019,train,47.06172562,-1.5910511019999998,47.04801559,-1.611173391
138,9947884,train,48.18360519,1.236575961,48.1701889,1.216453671
139,10766681,train,50.21213531,3.345550776,50.19925308,3.3254284860000003
140,3469545,train,43.57414627,3.370254278,43.559566499999995,3.350131989
141,4250770,train,43.64484787,-0.65743202,43.63028336,-0.677554309
142,2670879,train,49.41284561,0.555563092,49.39974976,0.535440803
143,7286656,train,48.72047806,7.59215641,48.70720291,7.572034359
144,6868365,train,46.18779755,2.866838455,46.17386246,2.846716166
145,4195712,train,43.76420593,-0.44363299,43.74967194,-0.46375528
146,8200675,train,46.29478455,-0.138295636,46.28087997,-0.158417895
147,4876486,train,44.38896942,1.150247812,44.37458801,1.130125523
148,7309272,train,48.57845688,7.690073012999999,48.56514359,7.669950485
149,9426240,train,49.99664688,3.49907279,49.98370743,3.4789505
150,8240210,train,46.27293015,-0.039660621,46.25902176,-0.059782880999999996
151,6715361,train,50.68507385,2.113331556,50.67232513,2.0932092669999998
152,101101,train,49.95996475,3.55728364,49.94701767,3.53716135
153,265380,train,46.1930809,3.135794163,46.17914963,3.115671873
154,3006311,train,43.56320953,4.22167778,43.54862976,4.2015552519999995
155,4588267,train,44.99913406,3.479309797,44.98490143,3.4591875080000003
156,3351509,train,43.63743591,0.773584187,43.6228714,0.7534619570000001
157,5437921,train,49.58943939,-1.6574366090000001,49.57639313,-1.677558899
158,792968,train,43.29782867,2.666334629,43.28318405,2.646212339
159,6365662,train,50.77457428,3.0473101139999996,50.76184845,3.027187824
160,10508357,train,47.77590942,-0.9374369379999999,47.76238632,-0.957559168
161,10254065,train,45.64451981,5.177754402,45.6304512,5.157632351
162,1145509,train,49.0039711,0.414797068,48.99076843,0.394674808
163,419636,train,44.30847931,5.670660019,44.29407883,5.650537967999999
164,9170878,train,48.42876434,6.655752659,48.41541289999999,6.635630608
165,8965169,train,46.4159317,0.34948957,46.40205765,0.32936731
166,6572625,train,48.41344452,0.8768904809999999,48.40008545,0.8567681909999999
167,9797991,train,48.48559952,-3.1814284319999997,48.47225952,-3.201550722
168,1997472,train,48.63702393,-3.360732317,48.62372589,-3.380854607
169,3129061,train,43.35135269,0.785801291,43.33671951,0.7656790609999999
170,7078199,train,43.51163483,-0.47085195799999996,43.49703979,-0.49097421799999996
171,9842457,train,45.06959915,0.231720433,45.05538559,0.211598158
172,3583622,train,48.17438126,-1.9154328109999998,48.16096115,-1.935554981
173,150642,train,49.46237946,3.732005835,49.44929886,3.711883783
174,2612194,train,49.19353867,0.652581155,49.180389399999996,0.632458866
175,11378431,train,47.73284912,3.0953698160000003,47.71931458,3.075247526
176,6665707,train,50.58439636,2.47157979,50.57161713,2.4514575
177,9584470,train,44.17526627,1.992328525,44.16083145,1.972206235
178,3660780,train,48.46999741,-1.068501115,48.45665359,-1.088623405
179,10082531,train,43.57264709,0.606497586,43.55806732,0.586375296
180,5801592,train,47.90939713,-0.712947905,47.89590836,-0.733070195
181,1512179,train,45.17551422,-0.09302055099999999,45.16132736,-0.113142811
182,2839004,train,48.22515869,-4.341333389,48.21175003,-4.361455441
183,7674659,train,46.55398941,4.254555702,46.54014969,4.234433651
184,3022874,train,44.14245987,4.0737252239999995,44.12802124,4.053602695
185,10260322,train,45.46587753,4.855169296000001,45.45176315,4.835047245
186,3125624,train,43.27605438,0.8882990479999999,43.26140213,0.868176818
187,3891459,train,47.55582047,0.9804662470000001,47.54224014,0.9603439570000001
188,7822575,train,48.25483322,0.244476497,48.24143219,0.22435423699999998
189,4954567,train,44.60899734,1.356231451,44.59467316,1.336109281
190,6097607,train,48.03395081,-3.5655481819999997,48.02049255,-3.5856704710000002
191,1452277,train,45.6232872,0.081881441,45.60921478,0.061759178
192,1931578,train,48.43645477,-2.535180569,48.42310333,-2.555302858
193,10360508,train,45.15220642,3.560786963,45.13801193,3.540664673
194,5540607,train,49.28216553,-1.529965639,49.26903534,-1.550087929
195,10180922,train,48.51190948,-1.154290199,48.49857712,-1.174412489
196,10190499,train,48.14759827,-1.4651970859999999,48.13417053,-1.4853193759999999
197,7268431,train,48.27426529,7.523974419,48.26087189,7.503852367
198,10335355,train,45.53834534,4.439698696000001,45.52425003,4.419576645
199,7928374,train,46.05373764,5.860384464,46.03977203,5.840261936
200,10101411,train,43.94590759,0.431865066,43.93141556,0.411742806
201,6755764,train,45.67773056,2.802069902,45.66366959,2.7819476130000003
202,1828065,train,47.56479263,5.49800396,47.55121613,5.477881908
203,3325451,train,43.81932831,0.7444787620000001,43.80480576,0.724356532
204,2582755,train,44.95217133,5.03860569,44.93793106,5.018483162
205,7223897,train,48.41535187,7.197257042,48.40199661,7.177134991
206,10469009,train,44.59851074,0.324067235,44.58417892,0.303944975
207,7626520,train,46.83980179,5.438984871000001,46.82603836,5.418862343
208,10883620,train,50.74883270000001,1.9051920180000002,50.73609924,1.8850697280000002
209,396636,train,44.97778702,6.533941269,44.96355057,6.513818741000001
210,11365348,train,48.03905869,5.815558434,48.02560043,5.795435905
211,6425413,train,49.34962463,2.2500553130000003,49.33651352,2.229933023
212,11092729,train,46.16204453,6.2904076579999995,46.14810562,6.270285606
213,11140181,train,48.43502426,3.328662395,48.42167282,3.308540106
214,48483,train,46.11828613,5.308010101,46.10433578,5.28788805
215,5259453,train,47.6227684,-1.223819852,47.60920334,-1.243942142
216,8582799,train,43.960651399999996,0.86215812,43.94616699,0.84203583
217,8178010,train,46.72446442,-0.6269791720000001,46.71066666,-0.647101402
218,5459279,train,48.50941086,-1.457381845,48.49607849,-1.477504015
219,4598987,train,45.03335953,4.114688396,45.01913834,4.094565868
220,9058260,train,45.65098572,1.105511665,45.63692093,1.085389495
221,7761227,train,48.15113449,-0.112154663,48.13770676,-0.132276922
222,1714242,train,45.54350662,2.3017082209999997,45.52941132,2.28158617
223,7264954,train,48.87314987,7.211899757,48.85991287,7.1917772289999995
224,10467240,train,44.55864716,0.37832549200000004,44.54430771,0.35820323200000004
225,10100984,train,44.03522491,0.461419642,44.02075577,0.441297382
226,1249993,train,45.14517212,3.097256422,45.13097763,3.077134132
227,7118674,train,42.82527924,0.353621811,42.81051636,0.333499551
228,9411619,train,49.56532288,3.908973932,49.55226898,3.8888518810000003
229,11074147,train,47.87229156,0.34149456,47.85879135,0.3213723
230,2012324,train,48.50179291,-2.508230925,48.48845673,-2.528353214
231,10802928,train,49.65863037,2.20666647,49.64560318,2.186544418
232,8642527,train,43.67708206,5.834602833,43.66252518,5.814480305
233,4525082,train,45.20463562,4.164365292,45.19045639,4.1442427639999995
234,8487727,train,43.91530609,2.305301666,43.90081024,2.285179377
235,5506981,train,48.52613068,-1.068411231,48.51280212,-1.088533521
236,5168008,train,44.24731445,3.662566185,44.23289871,3.642443895
237,7030295,train,43.21362686,-1.204595923,43.19896317,-1.224718094
238,5043946,train,44.57759094,0.215371087,44.56325531,0.19524882699999999
239,3924502,train,47.34156036,0.9381555909999999,47.32792664,0.918033302
240,5389624,train,49.28169632,-1.30817163,49.26856613,-1.32829392
241,11016595,train,45.62002182,4.570852757,45.60594559,4.550730705
242,8849795,train,46.75186157,-1.061045051,46.73807144,-1.08116734
243,10420521,train,47.93293762,1.560238957,47.91945267,1.540116668
244,11318619,train,46.9357605,-1.10236764,46.92201996,-1.12248981
245,8701878,train,43.99827194,4.985784531,43.98379517,4.965662479
246,5672408,train,48.30027008,5.5401349070000006,48.28688049,5.520012856
247,1857454,train,47.29204941,4.381847382,47.27840042,4.361724853999999
248,6954615,train,43.34828186,-0.618445158,43.33364868,-0.638567448
249,7016677,train,43.07730103,-0.86584121,43.06259918,-0.88596344
250,9502429,train,49.3857193,4.357143402,49.37261963,4.337021351000001
251,1249969,train,45.34434128,3.1183667180000003,45.33019638,3.0982444289999997
252,6985072,train,43.26611328,-0.277983665,43.25145721,-0.298105925
253,10450862,train,44.07828522,0.451628,44.06382751,0.43150574
254,2427554,train,47.18592834,6.710819244,47.17224884,6.690697192999999
255,7215543,train,42.74946213,2.863963842,42.73468399,2.8438415530000003
256,1913401,train,48.73209381,-3.5272798539999997,48.71881866,-3.5474021430000002
257,1498799,train,45.94415665,-0.861798763,45.93016434,-0.881921053
258,10268299,train,46.46322632,5.665539742000001,46.44936371,5.64541769
259,4038653,train,45.57822418,5.159698486,45.56413651,5.139575958
260,11257492,train,44.20431519,1.505980611,44.189888,1.48585844
261,3612494,train,48.4894104,-1.589254498,48.47607422,-1.609376788
262,7327497,train,48.68087387,7.45731926,48.66758728,7.437197208
263,7847315,train,45.56891632,6.670305252,45.55482864,6.650183201
264,11122006,train,49.8916626,0.930879235,49.87870026,0.9107569459999999
265,1793898,train,45.56728363,1.714299917,45.55319214,1.694177747
266,11216994,train,43.60199356,2.002030373,43.58742142,1.9819080830000002
267,8928254,train,46.5632515,0.139373615,46.54941559,0.119251356
268,11066538,train,48.08714676,0.78750807,48.07370377,0.76738584
269,694786,train,48.56080246,4.104267597,48.54748535,4.084145546
270,5636184,train,48.95845413,3.7133209710000004,48.94524002,3.693198681
271,10154808,train,47.89566803,-1.939597487,47.88217163,-1.959719658
272,10520214,train,47.21827316,-0.329457134,47.2046051,-0.349579394
273,4150869,train,47.29235458,5.544177532000001,47.2787056,5.524055004
274,7450704,train,47.94521332,7.51597929,47.93173218,7.495857238999999
275,1847546,train,47.34107589999999,4.708205223,47.32743835,4.688082695
276,5442303,train,48.73641968,-1.068411231,48.72314453,-1.088533521
277,10887118,train,50.40570068,2.446606636,50.39287567,2.426484346
278,9979510,train,48.61594772,-3.7793471810000003,48.60264206,-3.799469471
279,9680225,train,45.48086929,-0.505706608,45.46675873,-0.525828838
280,11398360,train,48.46856689,2.415704489,48.4552269,2.395582199
281,9928708,train,48.31335449,1.792543292,48.29996872,1.772421002
282,11081083,train,45.61643982,5.733003139,45.60236359,5.712881088
283,1245763,train,45.16202545,3.056382895,45.14783478,3.036260843
284,5362423,train,47.31404114,-0.572092116,47.30039597,-0.592214346
285,1306481,train,45.94065857,0.46402475200000004,45.92666626,0.44390249299999995
286,1129505,train,48.90734863,-0.152039856,48.89411926,-0.17216213
287,9572899,train,44.24268341,2.4369945530000003,44.22826385,2.416872263
288,10402258,train,47.43953705,-2.04092741,47.42592621,-2.0610497
289,9625068,train,48.89506531,-0.544154465,48.88183594,-0.564276755
290,3489633,train,43.34573364,2.843482256,43.33110046,2.8233599660000004
291,9457575,train,43.78191757,6.6552138329999995,43.76738739,6.635091305
292,3461356,train,43.53247833,3.1816980839999998,43.51788712,3.1615757939999996
293,8064963,train,48.77769852,3.322823286,48.76443481,3.3027009960000004
294,1916181,train,48.74672699,-3.483621836,48.73345566,-3.503744125
295,4289022,train,48.03821564,1.064279079,48.0247612,1.04415679
296,1555360,train,46.10489655,-0.755438209,46.09094238,-0.7755604979999999
297,6930819,train,43.36023331,-1.5252046590000001,43.34560394,-1.545326829
298,6687029,train,50.24822235,2.925318718,50.23535156,2.905196428
299,9151431,train,48.20546341,6.37853241,48.19205093,6.3584103579999995
300,9660298,train,45.71519089,-0.20755574100000002,45.70113754,-0.227678016
301,1893735,train,47.34357071,5.180539131000001,47.32993317,5.16041708
302,11057361,train,48.280963899999996,0.251393527,48.267570500000005,0.231271267
303,4361948,train,45.65324783,3.848607302,45.63917923,3.828485012
304,9169726,train,47.96603012,6.552895546,47.9525528,6.532773495
305,10941600,train,43.38015366,-0.260197014,43.36552429,-0.280319273
306,8534058,train,44.05931091,1.553052425,44.04484558,1.5329301359999998
307,6618901,train,50.46858215,2.654746294,50.4557724,2.634624004
308,5438152,train,49.61965179,-1.58431375,49.60661316,-1.60443604
309,9585159,train,44.69654846,2.747003317,44.68224335,2.7268810269999997
310,8148539,train,46.80064774,-0.174318075,46.78686905,-0.19444035
311,6753557,train,45.73199463,2.877708197,45.71794891,2.857585907
312,204524,train,46.06103134,3.3476169110000003,46.04706573,3.327494621
313,8745920,train,46.77056885,-1.805748463,46.75678253,-1.825870752
314,5922855,train,48.94193649,5.536092281,48.92871857,5.51597023
315,6792254,train,45.59186554,2.7862596510000004,45.57778549,2.766137362
316,5204523,train,44.66812515,3.680712223,44.65381241,3.6605899330000002
317,10514158,train,47.19093323,0.052776024000000005,47.17725754,0.03265376
318,9423424,train,49.49804306,3.607319832,49.48497009,3.5871975419999997
319,3077077,train,43.51261139,1.2140282390000001,43.49801636,1.19390595
320,11180545,train,49.69281006,2.687175512,49.6797905,2.667053223
321,4583404,train,44.92610168,4.04659605,44.91184998,4.026473522
322,1090299,train,43.59737396,4.634812832,43.58280182,4.614690304
323,2277567,train,45.29261017,0.245554477,45.27845001,0.225432217
324,4457602,train,44.90217972,3.620974064,44.88792801,3.600852013
325,1006500,train,44.21113968,3.141633034,44.19671631,3.1215109830000003
326,6219087,train,49.04544067,6.804783344,49.03224945,6.784660816000001
327,6232947,train,47.29588699,3.661218643,47.28223801,3.6410963539999996
328,7786664,train,48.39734268,0.132366762,48.38397979999999,0.112244494
329,582276,train,49.62331772,5.227790833,49.610282899999994,5.207668303999999
330,8956642,train,46.07804489,0.30035170899999997,46.06408691,0.28022944899999996
331,3321941,train,43.91809082,0.10748342400000001,43.90359116,0.087361164
332,6256572,train,47.05578995,4.054321289,47.04207993,4.034199238
333,9436915,train,49.84458923,3.4720335010000003,49.83161163,3.451911211
334,5444282,train,49.29809952,-1.489541531,49.28497696,-1.509663701
335,3767405,train,48.46701813,-1.070387602,48.45367432,-1.090509892
336,4180704,train,43.6223526,-0.541908681,43.60778427,-0.562030971
337,4620831,train,47.46620178,-2.410045147,47.45259857,-2.4301674369999997
338,7866666,train,45.21552277,6.339456081,45.20134354,6.319333553
339,4368915,train,46.09798431,4.293632507,46.08402634,4.273510456
340,10020912,train,43.82619858,4.547317028,43.81167603,4.5271945
341,3865524,train,47.17573166,1.447051167,47.16204834,1.426928878
342,5142031,train,44.67528152,3.1939151289999996,44.66096878,3.173792839
343,3897589,train,47.2815094,1.020441294,47.2678566,1.000319004
344,7823280,train,47.67644882,0.5675106639999999,47.66289520000001,0.547388434
345,9574681,train,43.793396,2.671634674,43.77886963,2.651512384
346,8876294,train,46.92938232,-1.940495729,46.91563797,-1.960618019
347,10090106,train,43.51743317,0.479206294,43.50283813,0.459084034
348,10350711,train,45.13066101,3.9261319639999996,45.11646271,3.906009674
349,649393,train,43.19653702,1.64144659,43.18186569,1.621324301
350,8755796,train,46.93931961,-1.924775243,46.92557907,-1.944897532
351,10030309,train,43.43608093,1.668665528,43.42146683,1.648543239
352,6164686,train,48.61422348,6.90961647,48.60091782,6.889494419
353,4243707,train,43.87763214,-0.43581765899999997,43.86312485,-0.45593991899999997
354,6262020,train,47.05028152,3.633280993,47.03656769,3.6131587030000003
355,3716490,train,48.41493607,-1.199475527,48.401577,-1.219597697
356,8207719,train,46.72126007,-0.28328371,46.70746613,-0.303406
357,9902882,train,49.15871429,1.56742537,49.14555359,1.5473032
358,6706039,train,50.58690643,2.589618444,50.57412720000001,2.569496155
359,6335858,train,50.04668808,4.113520622,50.03376389,4.093398093999999
360,2710787,train,48.23706436,1.201721311,48.22365952,1.181599021
361,9620791,train,48.75827789,-0.840508699,48.74501038,-0.860630929
362,4337058,train,45.56608582,4.043092728,45.55199814,4.0229702000000005
363,10891462,train,45.85087967,3.6912224289999997,45.83686447,3.67110014
364,8751156,train,46.50609207,-1.158781767,46.49224091,-1.178904057
365,2628633,train,48.98528671,0.8996178509999999,48.97208023,0.8794955609999999
366,7127764,train,43.29684829999999,0.151860192,43.28220367,0.131737933
367,5680993,train,48.26003647,5.305315495,48.24663544,5.285192966
368,3244553,train,43.65485764,0.490075916,43.64029694,0.469953626
369,8806915,train,46.57091141,-0.979837418,46.5570755,-0.9999596479999999
370,8917453,train,46.37572479,0.517744005,46.36183929,0.497621745
371,6753110,train,45.62039948,3.6452286239999996,45.60632324,3.625106335
372,6383893,train,50.6804657,2.8050343989999997,50.66771317,2.784912109
373,7292604,train,48.84182739,7.460912704,48.82857895,7.440790176
374,10408277,train,47.890728,2.670915842,47.8772316,2.6507935519999997
375,10232265,train,47.30466079999999,0.451448351,47.29101563,0.431326091
376,9688523,train,45.80531311,-0.8728480340000001,45.79128265,-0.8929703240000001
377,1052981,train,44.19330215,3.2754821780000003,44.17887115,3.255359888
378,8662178,train,43.94849396,4.955690861,43.93400574,4.93556881
379,4051520,train,45.300949100000004,5.542919636000001,45.28679276,5.522797585
380,5282462,train,47.33559799,-0.249057919,47.32195663,-0.26918017899999996
381,9467510,train,43.89815521,6.020374297999999,43.88365555,6.000252247000001
382,7938049,train,46.000286100000004,6.104905605,45.98630524,6.0847835539999995
383,964091,train,44.34511185,2.053414106,44.33071899,2.033291817
384,7897278,train,46.05467224,5.9303631779999995,46.04070663,5.91024065
385,5009077,train,44.11938095,0.302148342,44.10493088,0.282026082
386,10663245,train,48.54879379,6.043910027000001,48.53547287,6.023787975
387,7433240,train,47.70782852,7.203186035,47.69428635,7.1830639839999995
388,1559512,train,45.86727142,-0.565534413,45.85326004,-0.585656643
389,5443177,train,49.2712059,-1.400338769,49.2580719,-1.420461059
390,4594236,train,45.18267059,3.446161985,45.16848373,3.426039696
391,3894674,train,47.128322600000004,0.181774095,47.11463165,0.161651835
392,3021331,train,43.74324799,4.608402252,43.72871017,4.588280201
393,7152385,train,42.99936295,-0.16829936199999998,42.98464584,-0.188421637
394,310633,train,43.85509491,5.739381312999999,43.8405838,5.719258785
395,11366865,train,48.05617142,6.105354786,48.04272079,6.085232735
396,10242567,train,45.53350067,5.641375065,45.51940536,5.621253014
397,9849800,train,45.59658051,0.9009653329999999,45.58250046,0.8808430429999999
398,10129146,train,43.79741669,3.84986496,43.78289032,3.82974267
399,6181866,train,49.05750656,6.690068245,49.04431915,6.6699461939999996
400,4924630,train,44.81704712,1.9720265869999998,44.80276871,1.9519044159999999
401,8815441,train,46.88513184,-2.108121395,46.87137985,-2.128243685
402,8768114,train,46.9840126,-1.277898431,46.97028351,-1.29802072
403,8933492,train,46.98554611,-0.027713027,46.97181702,-0.04783529
404,2488901,train,45.12793732,5.174789906,45.11373901,5.1546678539999995
405,5574624,train,48.84235764,3.651337147,48.82911301,3.631214857
406,3722095,train,48.25130463,-1.5077773330000002,48.23790359,-1.527899504
407,387931,train,44.88315201,6.7488179210000006,44.86889267,6.728695869
408,9151245,train,48.050586700000004,6.395510674,48.03713608,6.375388622000001
409,8650553,train,43.42127228,5.853916645,43.40665436,5.833794117
